,x
14402,0
14403,0.5
14404,-0.6
14405,-0.75
14406,1.3
14407,-0.4
14408,-0.25
14409,0
14410,-0.75
14411,-0.8
14412,2.6
14413,-0.45
14414,-0.4
14415,-0.75
14416,-0.5
14417,0.75
14418,0
14419,0.4
14420,0
14421,-0.4
14422,0.6
14423,0.6
14424,0.6
14425,0.15
14426,-0.75
14427,-0.4
14428,0.4
14429,0.25
14430,-0.75
14431,0.4
14432,-0.65
14433,0.5
14434,0.1
14435,1
14436,0
14437,-0.4
14438,0.6
14439,0
14440,0.15
14441,0.4
14442,-0.25
14443,0.4
14444,-1.35
14445,-0.9
14446,-0.25
14447,0.15
14448,0
14449,0.1
14450,-0.4
14451,0.6
14452,-0.9
14453,0.25
14454,-1.75
14455,0.6
14456,0.25
14457,-0.25
14458,-0.4
14459,-1.1
14460,-0.9
14461,0
14462,-0.9
14463,0.5
14464,-0.75
14465,0.6
14466,0
14467,-0.6
14468,1.3
14469,0.6
14470,-0.4
14471,-0.4
14472,0
14473,0.6
14474,0.4
14475,-0.4
14476,-1.5
14477,0.25
14478,0
14479,0.6
14480,0
14481,0
14482,0.5
14483,0
14484,-0.75
14485,0
14486,0
14487,-0.25
14488,0
14489,0
14490,0
14491,0.5
14492,-0.75
14493,-0.1
14494,1.5
14495,-0.5
14496,0
14497,0
14498,-0.25
14499,-0.6
14500,-0.25
14501,-0.6
14502,0
14503,-0.4
14504,-1
14505,0
14506,0.6
14507,-0.4
14508,0
14509,0.4
14510,-0.75
14511,0.25
14512,-0.4
14513,0.6
14514,0.75
14515,0.4
14516,-1
14517,0
14518,0.6
14519,0.8
14520,0
14521,1.4
14522,-0.4
14523,-2.55
14524,1.5
14525,-0.4
14526,0.4
14527,-1.4
14528,-0.65
14529,0.75
14530,-0.4
14531,1.85
14532,-0.75
14533,-0.1
14534,-0.4
14535,1.25
14536,0.6
14537,-0.25
14538,1.3
14539,-0.4
14540,0.25
14541,0.6
14542,1.3
14543,0.6
14544,-1.85
14545,0.5
14546,0.4
14547,0.5
14548,-0.4
14549,-0.6
14550,-0.25
14551,-0.25
14552,-0.4
14553,0.6
14554,-0.4
14555,0
14556,0.4
14557,0.5
14558,0.8
14559,0.5
14560,-0.45
14561,0
14562,0.4
14563,-0.05
14564,0.35
14565,0.6
14566,0.4
14567,0
14568,1.25
14569,1.7
14570,-0.25
14571,0
14572,0
14573,0.4
14574,-1.1
14575,0.4
14576,-0.75
14577,-0.75
14578,-0.4
14579,-0.25
14580,0.4
14581,0.8
14582,1.3
14583,-0.25
14584,1.75
14585,1
14586,-0.4
14587,-0.4
14588,0.4
14589,0.75
14590,0
14591,0.75
14592,-0.75
14593,0
14594,0
14595,-0.25
14596,-0.4
14597,-0.5
14598,0.1
14599,-1.25
14600,0.4
14601,-1
14602,0
14603,0.75
14604,0
14605,0.4
14606,0
14607,0.6
14608,0.5
14609,0.4
14610,-1
14611,-0.4
14612,-0.4
14613,1.3
14614,0.4
14615,0
14616,0.4
14617,-0.4
14618,0.5
14619,-0.25
14620,-0.4
14621,0.6
14622,-0.75
14623,0.4
14624,-0.4
14625,-0.6
14626,0
14627,0.5
14628,-0.5
14629,-0.4
14630,0.1
14631,1.55
14632,0.4
14633,-0.4
14634,0.6
14635,0
14636,0.4
14637,-2.25
14638,0.5
14639,0
14640,1.3
14641,0.35
14642,-0.75
14643,-2.5
14644,0.75
14645,0.4
14646,-0.4
14647,-0.4
14648,-0.4
14649,0.8
14650,0
14651,-0.4
14652,-0.4
14653,1.85
14654,0
14655,0.6
14656,-0.25
14657,0.4
14658,0.4
14659,0.4
14660,-0.4
14661,-0.25
14662,0.1
14663,0.4
14664,-0.4
14665,0.4
14666,0.6
14667,-0.15
14668,0
14669,0.4
14670,-1.1
14671,0.6
14672,-0.75
14673,0.8
14674,1.25
14675,-0.4
14676,1.3
14677,0.1
14678,1.35
14679,0.75
14680,-0.4
14681,0.5
14682,-0.4
14683,1.3
14684,-0.75
14685,0.25
14686,-0.4
14687,0
14688,-1.45
14689,1.25
14690,0
14691,-0.4
14692,-0.5
14693,-0.4
14694,0.1
14695,-0.75
14696,-0.2
14697,0.15
14698,-1.75
14699,0.4
14700,-0.4
14701,0
14702,0
14703,-0.4
14704,0
14705,0
14706,-0.4
14707,0.4
14708,0.4
14709,0.1
14710,0.8
14711,-0.4
14712,0
14713,-1.25
14714,1.3
14715,-0.75
14716,0.2
14717,0
14718,0.4
14719,0.25
14720,0
14721,0.25
14722,-0.4
14723,0.4
14724,0.4
14725,-2.5
14726,0.4
14727,-0.5
14728,-0.75
14729,0
14730,0
14731,0
14732,-0.75
14733,-1.1
14734,-0.4
14735,-0.4
14736,-0.75
14737,0.4
14738,-1.4
14739,0
14740,-0.85
14741,0.25
14742,0
14743,0.6
14744,-0.75
14745,0
14746,0.6
14747,0
14748,-0.4
14749,0.5
14750,-0.4
14751,-0.4
14752,0.4
14753,-0.4
14754,-1
14755,0.4
14756,-0.25
14757,-0.75
14758,-0.4
14759,0.5
14760,0
14761,0.5
14762,0.4
14763,0.3
14764,-0.5
14765,0.25
14766,-0.9
14767,0.4
14768,0
14769,-0.4
14770,-0.4
14771,1.3
14772,-0.4
14773,0.4
14774,-0.6
14775,0
14776,0.4
14777,0.5
14778,0.4
14779,0.6
14780,0.4
14781,0.4
14782,0
14783,-0.4
14784,0.4
14785,0
14786,-0.4
14787,0
14788,0.4
14789,-0.4
14790,0
14791,0
14792,0.25
14793,0.4
14794,0
14795,0.15
14796,-0.4
14797,-0.75
14798,-0.4
14799,0
14800,-0.9
14801,0.4
14802,0
14803,0.4
14804,0
14805,-0.4
14806,-0.65
14807,0.6
14808,0
14809,0
14810,0
14811,0.8
14812,1.3
14813,-0.25
14814,0
14815,0.4
14816,-0.75
14817,-1.35
14818,0.4
14819,-0.75
14820,0.4
14821,0.4
14822,-0.4
14823,1.3
14824,0
14825,0.75
14826,0.4
14827,0
14828,-0.15
14829,0
14830,-1.5
14831,-1.75
14832,0
14833,-0.75
14834,-0.65
14835,-0.4
14836,-0.1
14837,1.3
14838,1.3
14839,0.4
14840,-0.75
14841,-1.35
14842,-0.4
14843,-0.4
14844,0.1
14845,-0.4
14846,-1.35
14847,0
14848,0
14849,-0.25
14850,0.4
14851,-0.4
14852,0
14853,0
14854,-0.4
14855,-0.5
14856,0.4
14857,-0.85
14858,0.25
14859,0.6
14860,0
14861,1.3
14862,-0.5
14863,-0.25
14864,0
14865,0.85
14866,-1.25
14867,0.25
14868,-1.1
14869,0.25
14870,0
14871,-0.4
14872,0
14873,0.6
14874,-0.75
14875,-0.4
14876,0.4
14877,-0.75
14878,-0.4
14879,0.25
14880,-0.1
14881,-1
14882,0.5
14883,0.8
14884,0
14885,1.3
14886,0
14887,0
14888,-0.75
14889,0.6
14890,0.7
14891,-0.25
14892,-0.4
14893,0.15
14894,-1.15
14895,0
14896,0.4
14897,0
14898,-0.4
14899,0.4
14900,0.6
14901,0
14902,0.4
14903,0.4
14904,0
14905,0
14906,-0.35
14907,0.4
14908,1.3
14909,0
14910,0
14911,0.6
14912,0
14913,0
14914,-0.25
14915,0.05
14916,-0.4
14917,-0.25
14918,0.6
14919,0
14920,-0.4
14921,0.4
14922,-1.5
14923,-0.4
14924,-0.5
14925,0.4
14926,-0.25
14927,-0.4
14928,0
14929,-0.25
14930,0.4
14931,-0.6
14932,0.1
14933,-2.75
14934,-0.4
14935,-0.4
14936,0.4
14937,-0.5
14938,0.65
14939,1.25
14940,-0.75
14941,0.5
14942,-0.25
14943,-0.4
14944,-0.75
14945,0.6
14946,0.5
14947,0.4
14948,0
14949,-0.75
14950,-0.4
14951,0.4
14952,0.4
14953,0.6
14954,-0.25
14955,-1
14956,0
14957,0.4
14958,0.4
14959,-1.5
14960,-0.5
14961,0
14962,1.3
14963,0.4
14964,1.9
14965,0.5
14966,-1.5
14967,0.4
14968,0.8
14969,-0.4
14970,0.4
14971,0.4
14972,-0.4
14973,0.6
14974,0
14975,0.4
14976,-0.4
14977,0.4
14978,-0.5
14979,-1
14980,0.75
14981,-0.4
14982,-0.9
14983,-0.4
14984,0
14985,-0.95
14986,0
14987,1.2
14988,0.4
14989,0.4
14990,0
14991,-0.4
14992,-0.4
14993,0
14994,0.4
14995,-0.25
14996,0.4
14997,1.3
14998,0
14999,-0.25
15000,-0.9
15001,-0.25
15002,-1.5
15003,0
15004,0.4
15005,0.15
15006,-0.25
15007,0.4
15008,1.3
15009,1.3
15010,-0.75
15011,-0.75
15012,-2.5
15013,0.25
15014,0
15015,0
15016,-0.4
15017,0.9
15018,-0.4
15019,1.3
15020,1.3
15021,-0.8
15022,-1.25
15023,-0.4
15024,0.6
15025,0
15026,-0.25
15027,0.25
15028,-0.25
15029,0
15030,-0.4
15031,1.3
15032,1.3
15033,-2.6
15034,1.3
15035,-0.75
15036,-1
15037,0.6
15038,0.2
15039,-0.95
15040,1.3
15041,0
15042,0.8
15043,-0.6
15044,0
15045,0.3
15046,-1.25
15047,-0.25
15048,0.05
15049,0.8
15050,0.25
15051,-0.4
15052,-1.25
15053,0.75
15054,0
15055,0.25
15056,0.15
15057,0.8
15058,0.8
15059,-1.5
15060,-1.75
15061,0
15062,-0.4
15063,0.25
15064,0
15065,-0.75
15066,-1.15
15067,0.2
15068,-1.6
15069,0
15070,0.15
15071,-0.25
15072,0
15073,-0.75
15074,0
15075,-0.1
15076,-0.4
15077,0.6
15078,0.75
15079,-1.35
15080,-0.4
15081,-0.4
15082,-0.25
15083,-0.5
15084,-0.4
15085,-0.15
15086,-1.35
15087,-1
15088,-0.4
15089,-0.4
15090,0
15091,-0.25
15092,0
15093,-0.2
15094,-0.25
15095,-0.4
15096,-0.4
15097,-0.25
15098,0
15099,-1.55
15100,-1.25
15101,0
15102,0.35
15103,0.6
15104,-0.5
15105,-0.25
15106,-1.85
15107,0
15108,0
15109,0
15110,0
15111,1.3
15112,0.1
15113,0.5
15114,0
15115,0
15116,-0.25
15117,-1.9
15118,1.3
15119,0
15120,0
15121,0.8
15122,0
15123,-0.5
15124,1
15125,-0.25
15126,-0.4
15127,-0.75
15128,-0.75
15129,0.1
15130,-1.35
15131,-1.35
15132,0.5
15133,-0.25
15134,0
15135,0.5
15136,0
15137,0
15138,0.5
15139,0.8
15140,-0.4
15141,0.45
15142,0
15143,0
15144,-0.75
15145,-0.4
15146,0
15147,0
15148,0.1
15149,1.4
15150,0
15151,0
15152,-0.5
15153,-0.75
15154,-1.5
15155,-1
15156,2.6
15157,-1.25
15158,0
15159,-1.9
15160,0.5
15161,0
15162,-0.4
15163,-0.5
15164,-0.75
15165,0.4
15166,-1.75
15167,0.1
15168,-0.4
15169,0
15170,-0.8
15171,-0.75
15172,0
15173,-1
15174,-0.4
15175,0.5
15176,-0.25
15177,0
15178,-0.4
15179,0.35
15180,0.4
15181,1.3
15182,0
15183,-0.4
15184,-0.75
15185,-1.75
15186,0.2
15187,0.75
15188,0.75
15189,-1.5
15190,-0.25
15191,-0.5
15192,0
15193,0.75
15194,0
15195,-0.4
15196,-0.4
15197,-0.4
15198,0.75
15199,-0.25
15200,0
15201,0.5
15202,-0.5
15203,0.5
15204,-0.75
15205,1.75
15206,0.6
15207,2.1
15208,-0.25
15209,0.4
15210,-0.4
15211,0.5
15212,0
15213,0.5
15214,0
15215,-0.4
15216,0.6
15217,-0.75
15218,-0.25
15219,-0.25
15220,-0.4
15221,-0.4
15222,-0.25
15223,1.2
15224,0.6
15225,-1
15226,-0.25
15227,-0.75
15228,0
15229,-1.25
15230,1.3
15231,0
15232,-0.75
15233,0.25
15234,-0.4
15235,0
15236,-1.05
15237,-0.25
15238,-0.75
15239,-0.4
15240,-0.25
15241,0.6
15242,-0.6
15243,-0.45
15244,0
15245,0
15246,1.3
15247,0.4
15248,0.8
15249,-0.4
15250,0
15251,0.6
15252,-0.4
15253,-1
15254,0.5
15255,1.3
15256,0.75
15257,0
15258,-4.15
15259,-0.75
15260,-0.75
15261,-0.5
15262,-1.5
15263,-0.75
15264,0
15265,0.8
15266,0
15267,-1
15268,-0.2
15269,1.3
15270,0.6
15271,0.6
15272,0.6
15273,-0.6
15274,0.6
15275,0
15276,-0.2
15277,0
15278,-0.4
15279,-0.15
15280,0
15281,-0.4
15282,0.6
15283,-1.5
15284,0
15285,-0.75
15286,0.4
15287,0
15288,0.4
15289,-0.75
15290,-0.25
15291,0.6
15292,0
15293,-0.25
15294,0
15295,-0.75
15296,1.3
15297,0.5
15298,-0.75
15299,-0.4
15300,0
15301,0
15302,-0.25
15303,0.75
15304,-0.4
15305,-1
15306,0
15307,0
15308,0.6
15309,0
15310,0.6
15311,-1
15312,-0.4
15313,0
15314,0.6
15315,-0.5
15316,-0.8
15317,0
15318,-1.75
15319,-0.4
15320,-0.4
15321,0
15322,0.7
15323,-0.25
15324,-0.75
15325,-0.7
15326,-0.5
15327,-0.75
15328,-1.25
15329,0.8
15330,-0.4
15331,-0.5
15332,0.6
15333,-0.25
15334,-0.75
15335,-0.75
15336,0.5
15337,0
15338,0
15339,-0.4
15340,0.6
15341,0
15342,0.75
15343,1.3
15344,-0.75
15345,0
15346,-0.75
15347,0.6
15348,0.6
15349,-0.4
15350,-0.85
15351,-0.6
15352,1.3
15353,-1.15
15354,2.55
15355,-0.4
15356,-0.75
15357,-0.5
15358,-0.25
15359,-0.25
15360,-0.4
15361,-0.5
15362,0.4
15363,-0.4
15364,-0.6
15365,0.6
15366,0
15367,0.8
15368,0
15369,-0.75
15370,-1.6
15371,0
15372,-0.25
15373,1
15374,-0.4
15375,-0.75
15376,0.8
15377,-0.5
15378,0.4
15379,-1.35
15380,0
15381,0
15382,0.5
15383,-0.25
15384,-0.25
15385,0.75
15386,-0.75
15387,-0.4
15388,0
15389,-0.85
15390,-0.5
15391,-0.25
15392,-0.85
15393,0.55
15394,0
15395,-0.25
15396,-0.75
15397,0
15398,0.1
15399,-0.75
15400,-0.25
15401,-1.15
15402,-0.5
15403,0
15404,0.5
15405,-1.15
15406,0
15407,-0.4
15408,0
15409,0
15410,-0.6
15411,-0.75
15412,0
15413,0
15414,-0.85
15415,-1.35
15416,-0.25
15417,1.3
15418,-0.5
15419,0.6
15420,0
15421,-0.4
15422,0.6
15423,0
15424,-0.5
15425,1.3
15426,-0.4
15427,-0.25
15428,-0.4
15429,0.8
15430,-0.5
15431,0
15432,-0.75
15433,-1.15
15434,0
15435,-1
15436,-1.25
15437,1.3
15438,0.4
15439,0.6
15440,-1
15441,1.3
15442,0
15443,-1.4
15444,0.55
15445,-0.1
15446,0
15447,-0.5
15448,-0.6
15449,0.5
15450,-0.4
15451,-0.5
15452,0
15453,-2.25
15454,1.3
15455,0.9
15456,-0.5
15457,-0.4
15458,-1.25
15459,-0.75
15460,-0.4
15461,0
15462,0.5
15463,-1.25
15464,-0.6
15465,-1.5
15466,-1
15467,-0.25
15468,-2.4
15469,-0.5
15470,1
15471,-0.8
15472,-0.25
15473,0
15474,0.35
15475,-0.25
15476,0.45
15477,0
15478,1.3
15479,-0.15
15480,-0.6
15481,0
15482,1.9
15483,0.1
15484,-0.4
15485,-1.5
15486,0
15487,-0.15
15488,-0.3
15489,-1.65
15490,-1.5
15491,-0.75
15492,1.4
15493,0.4
15494,-0.45
15495,-0.4
15496,-0.5
15497,-0.4
15498,1.4
15499,-1
15500,-0.9
15501,0.6
15502,1.3
15503,-0.4
15504,0.5
15505,1.3
15506,-1.5
15507,-1.25
15508,0
15509,1.3
15510,0.55
15511,1.3
15512,-2.25
15513,-0.5
15514,-0.75
15515,-1.6
15516,0.1
15517,0
15518,1.3
15519,0
15520,0.55
15521,-0.75
15522,-1
15523,1.1
15524,0
15525,-0.65
15526,0
15527,0.9
15528,-1
15529,-1
15530,0
15531,0.4
15532,-2
15533,0.6
15534,-0.4
15535,0
15536,0.5
15537,0
15538,-0.5
15539,-0.4
15540,-0.25
15541,1.55
15542,0
15543,1
15544,0.6
15545,0
15546,0.5
15547,0
15548,0.5
15549,-0.9
15550,0.75
15551,-0.4
15552,-0.2
15553,0
15554,0
15555,-0.5
15556,0.1
15557,0
15558,0
15559,0
15560,0.6
15561,0
15562,-1.35
15563,0.25
15564,0
15565,-1
15566,-1.5
15567,0.1
15568,0
15569,0
15570,0
15571,0
15572,0.9
15573,-0.4
15574,0.25
15575,-1.25
15576,-0.4
15577,0.6
15578,-0.4
15579,0.85
15580,0.9
15581,-0.75
15582,-1.8
15583,-0.9
15584,0
15585,0
15586,0.5
15587,0
15588,-0.9
15589,0
15590,-0.75
15591,-0.1
15592,-0.35
15593,0.25
15594,0.5
15595,0.75
15596,0.6
15597,0
15598,0.5
15599,-0.25
15600,-1.3
15601,0.75
15602,0.8
15603,-1
15604,0.6
15605,-0.25
15606,0
15607,-2.35
15608,1
15609,-0.5
15610,0
15611,0
15612,-1
15613,0
15614,0
15615,0.75
15616,0
15617,0.4
15618,0
15619,0
15620,-1
15621,0.6
15622,-0.25
15623,-0.25
15624,-0.6
15625,0
15626,-0.5
15627,-0.75
15628,-0.4
15629,0.6
15630,1.3
15631,0.85
15632,-2
15633,1
15634,0
15635,-0.4
15636,1.3
15637,0.75
15638,-0.4
15639,-0.95
15640,1.3
15641,0.8
15642,0.1
15643,0.9
15644,1.8
15645,0
15646,-0.6
15647,-0.25
15648,-0.25
15649,0.25
15650,-0.75
15651,-0.4
15652,-0.75
15653,1.3
15654,-0.75
15655,-0.25
15656,0.6
15657,-0.25
15658,0
15659,0.5
15660,-0.25
15661,0
15662,1.3
15663,-0.4
15664,0.6
15665,-0.5
15666,0.5
15667,0
15668,0.35
15669,0.75
15670,0.6
15671,-0.25
15672,0
15673,0
15674,0.6
15675,-0.5
15676,0
15677,-1.25
15678,-0.5
15679,0
15680,0
15681,0.6
15682,-1.1
15683,-0.3
15684,0.5
15685,0
15686,0.2
15687,0.6
15688,-1
15689,-1.35
15690,-0.6
15691,-0.75
15692,-1.3
15693,-0.75
15694,0.5
15695,0
15696,1.4
15697,1.3
15698,0
15699,0.5
15700,0.25
15701,1.55
15702,-0.4
15703,-0.75
15704,-0.25
15705,-0.4
15706,-0.75
15707,0.6
15708,0.8
15709,0.25
15710,0
15711,2.8
15712,0.5
15713,0.6
15714,0.6
15715,0
15716,1.55
15717,0.6
15718,0.6
15719,0.6
15720,-0.25
15721,0
15722,0
15723,-0.8
15724,-0.5
15725,-1.5
15726,0.5
15727,0.4
15728,-0.4
15729,0.4
15730,0
15731,0.1
15732,-0.75
15733,-1.1
15734,0.25
15735,-0.75
15736,1.8
15737,-0.75
15738,0
15739,0.6
15740,0.6
15741,0.8
15742,0.6
15743,-0.75
15744,0.6
15745,0
15746,0
15747,-0.75
15748,-0.4
15749,0.5
15750,0
15751,-1.1
15752,0
15753,-1.75
15754,0.6
15755,0.6
15756,-0.5
15757,-0.75
15758,0.8
15759,0.5
15760,0.1
15761,-0.25
15762,-0.25
15763,0
15764,0.25
15765,0.6
15766,-1.5
15767,-0.25
15768,0.6
15769,-0.25
15770,0.6
15771,0.6
15772,-0.8
15773,-0.4
15774,0
15775,0.6
15776,1.5
15777,0.6
15778,-0.35
15779,-0.75
15780,2.05
15781,0.6
15782,0
15783,0.6
15784,1.4
15785,0
15786,0.75
15787,-0.65
15788,0.5
15789,-0.1
15790,-0.75
15791,-0.75
15792,-1.1
15793,0.5
15794,0
15795,-0.4
15796,-0.1
15797,0
15798,-0.15
15799,-1
15800,0
15801,0.6
15802,-1.5
15803,-0.25
15804,0
15805,-0.25
15806,0
15807,-0.75
15808,0
15809,-0.4
15810,0.6
15811,1
15812,-0.75
15813,0
15814,-0.45
15815,-0.75
15816,0.5
15817,0.8
15818,-1
15819,-0.75
15820,-1.25
15821,0
15822,-0.75
15823,-0.45
15824,-0.4
15825,0.6
15826,-1.15
15827,-0.4
15828,-0.4
15829,0
15830,0
15831,0
15832,0
15833,0
15834,-0.4
15835,-0.8
15836,-0.5
15837,0
15838,0
15839,0.9
15840,0.9
15841,-1.15
15842,0.65
15843,0
15844,-0.5
15845,0.6
15846,0.6
15847,-0.75
15848,0.6
15849,-0.25
15850,0
15851,-0.8
15852,-1.5
15853,0
15854,-0.65
15855,0
15856,-0.75
15857,0
15858,0
15859,0
15860,0.6
15861,0
15862,-0.75
15863,-0.6
15864,1.1
15865,0.8
15866,-0.25
15867,-0.5
15868,0
15869,0
15870,1.55
15871,0.1
15872,0.25
15873,2.1
15874,-0.7
15875,-0.6
15876,-0.1
15877,-0.4
15878,-0.8
15879,-1.15
15880,-1
15881,1.55
15882,-0.4
15883,0
15884,-0.75
15885,1.4
15886,-0.75
15887,0
15888,0.25
15889,-0.85
15890,-1
15891,-0.75
15892,1.55
15893,1.3
15894,-1
15895,0.75
15896,-0.75
15897,0.6
15898,-1.2
15899,0.6
15900,-0.25
15901,-0.5
15902,-1.15
15903,0.35
15904,-0.5
15905,0.75
15906,0
15907,-0.25
15908,-0.75
15909,-0.25
15910,0.05
15911,-0.25
15912,0.75
15913,-0.75
15914,-0.75
15915,-0.4
15916,-1.5
15917,1.05
15918,0.5
15919,-1.3
15920,0
15921,1.3
15922,-1.4
15923,-0.5
15924,0.75
15925,1.05
15926,-1.2
15927,-0.75
15928,-0.15
15929,0.6
15930,1.2
15931,0
15932,-1.6
15933,-0.3
15934,-0.75
15935,0
15936,0.6
15937,0
15938,-1.5
15939,-1.1
15940,0
15941,0
15942,-2.1
15943,0.85
15944,-1.3
15945,0
15946,-1.15
15947,-0.4
15948,0
15949,2.35
15950,-0.4
15951,0.75
15952,0.1
15953,0.4
15954,0.6
15955,-0.25
15956,0.1
15957,-0.4
15958,0
15959,-0.25
15960,-0.65
15961,0
15962,-1
15963,0.6
15964,1.35
15965,0.6
15966,0
15967,0.05
15968,1.55
15969,0
15970,0
15971,0.8
15972,-0.25
15973,-0.5
15974,-0.4
15975,0
15976,-0.4
15977,0.75
15978,1.15
15979,-0.4
15980,0.6
15981,0
15982,-1
15983,-0.75
15984,0
15985,0
15986,-1.5
15987,-0.5
15988,-0.25
15989,-0.75
15990,-0.25
15991,0.6
15992,0
15993,-1
15994,0.25
15995,-0.75
15996,0.25
15997,0
15998,0.3
15999,0
16000,0
16001,-0.6
16002,0
16003,-1
16004,-0.25
16005,-0.75
16006,0
16007,0
16008,0
16009,1.5
16010,1.6
16011,0
16012,-0.25
16013,0.5
16014,0.4
16015,0.5
16016,0
16017,-0.5
16018,0.4
16019,0
16020,0.5
16021,-0.6
16022,0
16023,0.5
16024,-0.5
16025,-0.55
16026,0
16027,-0.8
16028,-0.5
16029,0
16030,0
16031,-0.75
16032,0
16033,-0.5
16034,0
16035,-0.5
16036,-2.1
16037,-1
16038,0.4
16039,-1.75
16040,-0.75
16041,0.8
16042,-0.6
16043,0.5
16044,-1
16045,-0.25
16046,-0.25
16047,0
16048,0.4
16049,0
16050,0
16051,0
16052,1.6
16053,0.75
16054,-0.25
16055,-0.25
16056,0.6
16057,-0.25
16058,-1
16059,0
16060,0
16061,1.6
16062,-0.25
16063,0
16064,0.75
16065,-0.15
16066,-0.75
16067,-0.25
16068,0
16069,1.65
16070,0.5
16071,1.6
16072,0
16073,-0.75
16074,0
16075,0
16076,-1
16077,-1.1
16078,0
16079,-0.15
16080,0.25
16081,-0.75
16082,-1
16083,0.5
16084,0
16085,0
16086,1.6
16087,0.5
16088,1.45
16089,-0.25
16090,-1.8
16091,0
16092,0.4
16093,0
16094,1.1
16095,0
16096,-0.25
16097,-0.25
16098,0.8
16099,0.15
16100,0
16101,0
16102,-0.5
16103,1.4
16104,-1.55
16105,1.6
16106,-0.4
16107,0
16108,-2.25
16109,1.55
16110,-1.4
16111,0
16112,0.4
16113,-0.25
16114,0.25
16115,-0.5
16116,1.6
16117,-0.4
16118,-0.8
16119,0.15
16120,0
16121,0.55
16122,0.5
16123,0
16124,-1.55
16125,1.6
16126,0.55
16127,1.6
16128,0
16129,0
16130,0
16131,0
16132,0.8
16133,-1.55
16134,0
16135,-1
16136,1.6
16137,0.5
16138,-0.75
16139,1.6
16140,-0.4
16141,0.75
16142,0.25
16143,-0.5
16144,0
16145,-0.25
16146,-0.5
16147,-0.6
16148,0
16149,0.25
16150,0.5
16151,-0.5
16152,0.75
16153,-0.85
16154,0
16155,0
16156,-0.5
16157,1.7
16158,-0.25
16159,0
16160,0
16161,-0.3
16162,1.6
16163,-0.25
16164,-0.5
16165,-0.25
16166,0
16167,-0.5
16168,-0.5
16169,0.15
16170,-1
16171,0.8
16172,-0.25
16173,0
16174,1.6
16175,0
16176,-2.3
16177,0.1
16178,0
16179,0.1
16180,1.6
16181,0.4
16182,-0.35
16183,-0.25
16184,-1.45
16185,-0.1
16186,1.55
16187,0
16188,-0.2
16189,0.85
16190,0.1
16191,-0.25
16192,0
16193,0
16194,0
16195,-0.25
16196,0
16197,-0.5
16198,-1.45
16199,1.55
16200,0.25
16201,0.1
16202,1.6
16203,1.4
16204,0.25
16205,0.1
16206,0.8
16207,-0.75
16208,0
16209,-1.25
16210,-0.25
16211,0.75
16212,0.4
16213,1
16214,1.6
16215,-0.75
16216,-1.05
16217,1.6
16218,-0.65
16219,0
16220,-0.9
16221,-0.5
16222,2.05
16223,0.6
16224,-1.45
16225,0.6
16226,-0.25
16227,0.6
16228,0.25
16229,0.75
16230,1.75
16231,0.1
16232,0.75
16233,-0.5
16234,2.7
16235,-0.75
16236,-2
16237,2
16238,0
16239,-1.4
16240,-0.25
16241,1.6
16242,0
16243,0.5
16244,0
16245,2.05
16246,0
16247,0
16248,-1.25
16249,-0.1
16250,-1
16251,-2.25
16252,0.15
16253,0
16254,-0.9
16255,-0.25
16256,0
16257,0
16258,1.6
16259,1.4
16260,0.7
16261,-2
16262,1.1
16263,0.75
16264,-0.25
16265,0.1
16266,-1.25
16267,0.75
16268,0.75
16269,0.5
16270,0.4
16271,1.6
16272,-0.25
16273,0
16274,-3
16275,1
16276,0
16277,-0.25
16278,-0.25
16279,-0.25
16280,0.1
16281,0.1
16282,1.9
16283,-0.25
16284,1.6
16285,0
16286,-0.25
16287,0
16288,0.5
16289,0
16290,-0.5
16291,-1.35
16292,1.5
16293,-0.25
16294,-0.25
16295,-0.75
16296,0.5
16297,0
16298,1.6
16299,0.5
16300,-1.1
16301,0
16302,0.5
16303,-1.45
16304,0
16305,0
16306,1.6
16307,0
16308,-1.1
16309,0.7
16310,-0.25
16311,-2
16312,0.6
16313,-0.5
16314,1.6
16315,-0.25
16316,-1
16317,-0.25
16318,0.15
16319,-0.75
16320,0
16321,-1.25
16322,-0.25
16323,-2.05
16324,-0.25
16325,0.6
16326,0.1
16327,1.6
16328,0.4
16329,1.35
16330,-0.25
16331,0.4
16332,0
16333,0.6
16334,0.5
16335,-0.95
16336,-0.25
16337,0
16338,0.8
16339,0
16340,-0.6
16341,0.4
16342,-0.25
16343,0.25
16344,0.15
16345,0
16346,1.6
16347,0
16348,0.75
16349,0.8
16350,0.25
16351,0
16352,0.25
16353,0
16354,-0.6
16355,-1.65
16356,-0.35
16357,0.8
16358,-0.35
16359,0.5
16360,0
16361,0
16362,0.6
16363,-0.85
16364,0
16365,0
16366,0
16367,1.6
16368,0
16369,-0.5
16370,1
16371,0.25
16372,0
16373,-0.75
16374,-0.8
16375,1.6
16376,-0.25
16377,-0.25
16378,0
16379,-0.35
16380,-0.75
16381,-0.4
16382,0.25
16383,-0.75
16384,-2.75
16385,0.75
16386,-0.5
16387,0
16388,0
16389,-0.25
16390,0
16391,-0.5
16392,-0.75
16393,-0.25
16394,-1.5
16395,0.4
16396,-1.25
16397,-1.25
16398,0.25
16399,-0.75
16400,1.6
16401,-0.25
16402,-0.25
16403,1
16404,-1
16405,0
16406,-0.25
16407,0.8
16408,0
16409,-0.9
16410,0.8
16411,0
16412,-2.25
16413,0
16414,0
16415,0
